source,name,num_qubits,num_active_qubits,num_gates,num_1q_gates,num_2q_gates,pct_2q_gates,num_3q_plus_gates,pct_3q_plus_gates,num_mq_gates,pct_mq_gates,depth,gate_density,ig_aspl,ig_std_adj_mat,ig_diameter,ig_max_betweenness,ig_avg_degree,ig_max_degree,ig_std_degree,ig_avg_strength,ig_max_strength,ig_std_strength,ig_max_cliques_num,ig_max_cliques_size,ig_transitivity,ig_avg_clustering_coef,ig_vertex_connectivity,ig_edge_connectivity,ig_avg_coreness,ig_min_coreness,ig_max_coreness,ig_std_coreness,ig_max_pagerank,ig_min_pagerank,ig_std_pagerank,ig_normalized_hhi_pagerank,gdg_critical_path_length,gdg_log_num_critical_paths,gdg_log_total_paths,gdg_mean_path_length,gdg_std_path_length,gdg_percentage_gates_in_critical_path,op_qubit_volume,density_score,idling_score,commutativity_score,overhead_num_qubits,overhead_num_active_qubits,overhead_mapped_2q_gates,overhead_mapped_gates,overhead_mapped_depth,overhead_mapped_vol,file_path,requested_qubits,filter_gates,basis_gates,optimization_level
mqt,bmw_quark_copula,10,10,160,75,85,0.53125,0,0.0,85,0.53125,41,0.3902439024390244,1.4444444444444444,1.911627837120584,2,0.0555555555555555,5.0,5,0.0,17.0,17,0.0,2,5,0.6,0.5999999999999999,5,5,5.0,5,5,0.0,0.1,0.1,0.0,3.0839528461809905e-17,41,6.086774726912307,15.61692988681991,32.017483625607426,3.1428774535338824,0.25625,245,0.5528455284552846,0.4024390243902439,0.4017857142857143,144,10,104,179,106,283,,10,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,24,24,888,348,540,0.6081081081081081,0,0.0,540,0.6081081081081081,104,0.3557692307692308,1.4782608695652173,1.966640500504112,2,0.0217391304347826,12.0,12,0.0,45.0,45,0.0,2,12,0.8333333333333334,0.8333333333333334,12,12,12.0,12,12,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0,104,19.228897949949022,43.13405295265656,84.60942068662148,4.127938435180373,0.1171171171171171,1428,0.5535117056856187,0.4278846153846153,0.5043319214478245,144,25,710,1058,259,1768,,24,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,36,36,1980,738,1242,0.6272727272727273,0,0.0,1242,0.6272727272727273,158,0.3481012658227848,1.4857142857142858,1.9782490712130008,2,0.0142857142857142,18.0,18,0.0,69.0,69,0.0,2,18,0.8888888888888888,0.8888888888888891,18,18,18.0,18,18,0.0,0.0277777777777777,0.0277777777777777,0.0,0.0,158,30.52176150592488,66.87690880994117,129.6316649252656,4.672238739523882,0.0797979797979798,3222,0.5540687160940325,0.4335443037974683,0.5291421362489487,144,42,1651,2389,379,4040,,36,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,50,50,3800,1375,2425,0.6381578947368421,0,0.0,2425,0.6381578947368421,221,0.3438914027149321,1.489795918367347,1.9845299234519536,2,0.010204081632653,25.0,25,0.0,97.0,97,0.0,2,25,0.92,0.9200000000000012,25,25,25.0,25,25,0.0,0.02,0.02,0.0,3.540251991789402e-18,221,43.744239686318,94.64264768493004,182.14293150911584,5.217455775888661,0.0581578947368421,6225,0.5544371594791763,0.4366515837104072,0.5430699481865285,144,52,3269,4644,681,7913,,50,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,64,64,6208,2208,4000,0.6443298969072165,0,0.0,4000,0.6443298969072165,284,0.3415492957746479,1.492063492063492,1.987996227297237,2,0.0079365079365079,32.0,32,0.0,125.0,125,0.0,2,32,0.9375,0.9375,32,32,32.0,32,32,0.0,0.015625,0.015625,0.0,0.0,284,56.99837387900552,122.44626292548756,234.64880708806768,5.704935464074991,0.0457474226804123,10208,0.5546613011401743,0.4383802816901408,0.5509120930963988,144,67,5534,7742,1439,13276,,64,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,76,76,8740,3078,5662,0.6478260869565218,0,0.0,5662,0.6478260869565218,338,0.3402366863905325,1.4933333333333334,1.989930205364556,2,0.0066666666666666,38.0,38,0.0,149.0,149,0.0,2,38,0.9473684210526316,0.9473684210526304,38,38,38.0,38,38,0.0,0.0131578947368421,0.0131578947368421,0.0,0.0,338,68.37564025520686,146.29663490682648,279.65196095251974,6.089885934190559,0.0386727688787185,14402,0.554792899408284,0.4393491124260355,0.5553362979433019,144,79,7964,11042,1758,19006,,76,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,90,90,12240,4275,7965,0.6507352941176471,0,0.0,7965,0.6507352941176471,401,0.3391521197007481,1.4943820224719102,1.9915235093127663,2,0.0056179775280898,45.0,45,0.0,177.0,177,0.0,2,45,0.9555555555555556,0.9555555555555538,45,45,45.0,45,45,0.0,0.0111111111111111,0.0111111111111111,0.0,0.0,401,81.66275285729172,174.13699598541777,332.15448646217965,6.509181976230053,0.0327614379084967,20205,0.554904872649836,0.4401496259351621,0.559007643647865,144,99,11298,15573,2389,26871,,90,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,104,104,16328,5668,10660,0.6528662420382165,0,0.0,10660,0.6528662420382165,464,0.3383620689655172,1.4951456310679612,1.9926814915627769,2,0.0048543689320388,52.0,52,0.0,205.0,205,0.0,2,52,0.9615384615384616,0.9615384615384628,52,52,52.0,52,52,0.0,0.0096153846153846,0.0096153846153846,3.469446951953614e-18,1.7515654514717275e-18,464,94.9607659285012,201.9890776387103,384.6562784741036,6.902386543862409,0.0284174424301812,26988,0.5549882825577502,0.4407327586206896,0.5616909982859507,144,111,15110,20778,2781,35888,,104,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,116,116,20300,7018,13282,0.6542857142857142,0,0.0,13282,0.6542857142857142,518,0.3378378378378378,1.4956521739130435,1.9934486271563487,2,0.0043478260869565,58.0,58,0.0,229.0,229,0.0,2,58,0.9655172413793104,0.9655172413793128,58,58,58.0,58,58,0.0,0.0086206896551724,0.0086206896551724,1.734723475976807e-18,0.0,518,106.36573434402472,225.86937575201097,429.6574447207308,7.2220748881530685,0.0255172413793103,33582,0.5550444854792681,0.4411196911196911,0.5634756820877818,144,129,19014,26032,3106,45046,,116,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bmw_quark_copula,130,130,25480,8775,16705,0.6556122448979592,0,0.0,16705,0.6556122448979592,581,0.3373493975903614,1.496124031007752,1.9941625042869493,2,0.003875968992248,65.0,65,0.0,257.0,257,0.0,2,65,0.9692307692307692,0.9692307692307658,65,65,65.0,65,65,0.0,0.0076923076923076,0.0076923076923076,0.0,1.7481709447828293e-18,581,119.67770528112072,253.73622390267,482.1585146176464,7.577771835892251,0.0228021978021978,42185,0.5550974662770685,0.4414802065404475,0.5651415094339622,144,138,24052,32827,4144,56879,,130,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,10,5,13,9,4,0.3076923076923077,0,0.0,4,0.3076923076923077,6,0.2166666666666666,1.6,0.2845832994414599,2,0.1666666666666666,0.8,4,1.1661903789690602,0.8,4,1.1661903789690602,4,2,0.0,0.0,0,0,0.5,0,1,0.5,0.4136333964723557,0.0260869565217391,0.1124560756525451,0.1405152105685662,6,0.6931471805599453,2.639057329615259,4.1428571428571415,1.0594569267279554,0.4615384615384615,17,0.2037037037037037,0.7166666666666667,0.4545454545454545,144,5,4,13,6,17,,10,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,23,12,34,23,11,0.3235294117647059,0,0.0,11,0.3235294117647059,13,0.1137123745819397,1.8333333333333333,0.2039311199923229,2,0.238095238095238,0.9565217391304348,11,2.196405380924363,0.9565217391304348,11,2.196405380924363,11,2,0.0,0.0,0,0,0.5217391304347826,0,1,0.4995271866554807,0.4098547247137254,0.0109890109890109,0.0796323435452615,0.1524796846941856,13,0.6931471805599453,4.343805421853684,6.571428571428571,2.821202522590214,0.3823529411764705,45,0.1118881118881118,0.8494983277591973,0.6666666666666666,144,13,14,37,16,51,,23,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,37,19,55,37,18,0.3272727272727272,0,0.0,18,0.3272727272727272,20,0.0743243243243243,1.894736842105263,0.1621621621621622,2,0.2428571428571428,0.972972972972973,18,2.8803761624321527,0.972972972972973,18,2.8803761624321527,18,2,0.0,0.0,0,0,0.5135135135135135,0,1,0.4998173515920792,0.4060378765568887,0.0069124423963133,0.0638723218461616,0.1551409171885806,20,0.6931471805599453,5.241747015059643,8.93650793650793,4.510562615359635,0.3636363636363636,73,0.0736111111111111,0.9013513513513514,0.76,144,20,26,63,28,89,,37,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,50,25,73,49,24,0.3287671232876712,0,0.0,24,0.3287671232876712,26,0.0561538461538461,1.92,0.1385929170919458,2,0.2346938775510204,0.96,24,3.328423050034356,0.96,24,3.328423050034356,24,2,0.0,0.0,0,0,0.5,0,1,0.5,0.4023635358349357,0.0052173913043478,0.0550766441253527,0.1547671800056508,26,0.6931471805599453,5.780743515792329,10.950617283950612,5.942941107034188,0.3561643835616438,97,0.0557299843014128,0.9253846153846154,0.8064516129032258,144,27,37,86,41,123,,50,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,63,32,94,63,31,0.3297872340425531,0,0.0,31,0.3297872340425531,33,0.0452140452140452,1.9375,0.1249842519684414,2,0.2459016393442623,0.984126984126984,31,3.844154760821274,0.984126984126984,31,3.844154760821274,31,2,0.0,0.0,0,0,0.5079365079365079,0,1,0.4999370078737658,0.4033610997045562,0.0040927694406548,0.0495159197985016,0.1569564296491667,33,0.6931471805599453,6.267200548541362,13.294117647058815,7.606225823644528,0.351063829787234,125,0.0449657869012707,0.93987493987494,0.8421052631578947,144,33,50,113,53,163,,63,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,77,39,115,77,38,0.3304347826086956,0,0.0,38,0.3304347826086956,40,0.0373376623376623,1.948717948717949,0.1132181543776798,2,0.2466666666666666,0.987012987012987,38,4.2746413428755545,0.987012987012987,38,4.2746413428755545,38,2,0.0,0.0,0,0,0.5064935064935064,0,1,0.4999578325953288,0.4027039633235471,0.0033557046979865,0.0449269358453836,0.1574640643112504,40,0.6931471805599453,6.658011045870748,15.63414634146341,9.265082884498828,0.3478260869565217,153,0.0371710526315789,0.9503246753246752,0.8666666666666667,144,42,61,138,64,199,,77,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,90,45,133,89,44,0.3308270676691729,0,0.0,44,0.3308270676691729,46,0.0321256038647343,1.9555555555555555,0.1042380405600507,2,0.2415730337078651,0.9777777777777776,44,4.587368594007238,0.9777777777777776,44,4.587368594007238,44,2,0.0,0.0,0,0,0.5,0,1,0.5,0.4010741543636401,0.0028985507246376,0.0415151522449931,0.1568585810560915,46,0.6931471805599453,6.941190055068374,17.638297872340434,10.684897936399388,0.3458646616541353,177,0.0319980459208597,0.9572463768115942,0.8823529411764706,144,45,75,164,83,239,,90,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,103,52,154,103,51,0.3311688311688311,0,0.0,51,0.3311688311688311,53,0.0282102949258105,1.9615384615384608,0.0980534460035153,2,0.2475247524752475,0.9902912621359224,51,4.976635010895534,0.9902912621359224,51,4.976635010895534,51,2,0.0,0.0,0,0,0.5048543689320388,0,1,0.4999764345469412,0.4019210264607433,0.0025146689019279,0.0389775303469195,0.1580166732692638,53,0.6931471805599453,7.227662498728654,19.97530864197531,12.33981342140595,0.3441558441558441,205,0.0281169071402145,0.9624473346766808,0.896551724137931,144,54,91,194,94,285,,103,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,117,59,175,117,58,0.3314285714285714,0,0.0,58,0.3314285714285714,60,0.0249287749287749,1.9661016949152543,0.0920540992672564,2,0.2478260869565217,0.9914529914529916,58,5.316472911019314,0.9914529914529916,58,5.316472911019314,58,2,0.0,0.0,0,0,0.5042735042735043,0,1,0.4999817368276809,0.401640021190075,0.0022156573116691,0.0366151909220623,0.1582108778575905,60,0.6931471805599453,7.478169694159785,22.31147540983607,13.99360624913936,0.3428571428571428,233,0.0248563218390804,0.9668091168091169,0.9076923076923076,144,59,105,222,106,327,,117,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,bv,130,65,193,129,64,0.3316062176165803,0,0.0,64,0.3316062176165803,66,0.0224941724941724,1.969230769230769,0.0870311417587117,2,0.2441860465116279,0.9846153846153848,64,5.570505591450268,0.9846153846153848,64,5.570505591450268,64,2,0.0,0.0,0,0,0.5,0,1,0.5,0.4005829411852145,0.0020066889632107,0.034693466241501,0.1576857250966509,66,0.6931471805599453,7.670428522190692,24.3134328358209,15.410511004170768,0.3419689119170984,257,0.0224336387127084,0.97004662004662,0.9154929577464788,144,65,122,251,126,373,,130,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,cdkm_ripple_carry_adder,10,10,125,60,65,0.52,0,0.0,65,0.52,94,0.1329787234042553,2.333333333333333,2.362254625052145,5,0.5555555555555556,2.6,4,1.019803902718557,13.0,22,6.54217089351845,4,3,0.4615384615384615,0.6333333333333333,1,1,1.9,1,2,0.3,0.1469444679280613,0.0498763376031305,0.0337013475790973,0.0126197869849681,94,1.0986122886681096,21.49472937682077,66.19990045426665,6.285766129606986,0.752,190,0.1134751773049645,0.7978723404255319,0.4061757719714964,144,13,78,138,102,216,,10,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
mqt,cdkm_ripple_carry_adder,24,24,342,165,177,0.5175438596491229,0,0.0,177,0.5175438596491229,255,0.0558823529411764,4.666666666666667,1.7377825392577784,12,0.5217391304347826,2.833333333333333,4,1.0274023338281628,14.75,22,6.404750840847233,11,3,0.44,0.6527777777777778,1,1,1.9583333333333333,1,2,0.1998263134713633,0.0600989678422169,0.0206318826931611,0.0130871930130368,0.0042893122466624,255,1.0986122886681096,54.71081736166231,183.02501354039336,9.191421447856207,0.7456140350877193,519,0.0450127877237851,0.9151960784313724,0.4070725012110447,144,29,216,381,281,597,,24,"('measure', 'reset', 'barrier', 'delay')","['x', 'y', 'z', 'rx', 'ry', 'rz', 'cx', 'cp', 'cz', 'ecr', 'h', 's', 'sdg', 't', 'tdg', 'u1', 'u2', 'u3', 'swap', 'iswap']",3
